color,quantity,price,parentSku,productID,productName,sku,manufacture,outStockproductID,productRating,productRatingcount,productListPrice,productSalesPrice,size,primaryCategory,subCategory1,subCategory2,subCategory3,pageType,categoryId
,1,39.99,51019,5278964,"Authority® Everyday Health All Life Stages Dry Cat Food - Chicken, Rice &amp; Turkey, With-Grain",50005271,0000030068,5278964,4.6172,128,39.99,39.99,7 Lb,"Chicken, Rice &amp; Turkey",cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,51013,5279243,"Authority® Everyday Health Indoor Cat Dry Food - Tuna &amp; Rice, With-Grain",50007486,0000033224,5279243,4.5455,11,39.99,39.99,7 Lb,Tuna &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,64.99,51002,5279218,"Authority® Everyday Health Adult Dry Cat Food - Chicken &amp; Rice, With-Grain",50007474,0000030068,5279218,3.0,84,64.99,64.99,16 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,51031,5278960,"Authority® Everyday Health Senior Dry Cat Food - Chicken &amp; Rice, With-Grain",50007492,0000030068,5278960,4.1071,56,39.99,39.99,7 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,50576,5198470,Royal Canin® Feline Health Nutrition&amp;trade; Aging 12+ Cat Food,195420,0000031950,5198470,4.7188,32,66.99,66.99,6 Lb,Original,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,49015,5279623,"Purina Pro Plan Complete Essentials Kitten Dry Cat Food - High-Protein, Chicken &amp; Rice",00-38100-17922,0000030078,5279623,4.6667,114,28.99,28.99,3 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,53.99,50166,5279759,"Instinct® Limited Ingredient Cat Food - Grain Free, Rabbit",65871,0000033791,5279759,4.3939,66,53.99,53.99,4.5 Lb,Rabbit,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,50164,5279761,"Instinct® Ultimate Protein® Cat Food - Grain Free, High Protein, Chicken",65852,0000033791,5279761,4.7778,18,72.99,66.99,10 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,43.99,49993,5272130,"HALO® Wet Cat Food Variety Pack - Natural, Grain Free",51301,0000033054,5272130,5.0,3,43.99,43.99,12 Ct,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,32.99,49787,5280551,"Wellness® Complete Health Weight Indoor Cat Food - Natural, Chicken, Chicken Meal &amp; Turkey Meal",9215,0000000011,5280551,3.6,20,32.99,32.99,5.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,32.99,49789,5280618,"Wellness® Complete Health Indoor Cat Food - Natural, Grain Free, Deboned Chicken &amp; Chicken Meal",9210,0000000011,5280618,4.386,272,32.99,32.99,5.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,59.99,48951,5280790,Nulo MedalSeries Hairball Management Adult Dry Cat Food - Chicken &amp; Cod,81HC12,0000033776,5280790,4.2045,44,59.99,59.99,12 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,48952,5280794,Nulo MedalSeries Healthy Weight Adult Dry Cat Food - Salmon,81WS05,0000033776,5280794,3.5152,33,31.99,31.99,5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,59.99,48956,5280851,Nulo MedalSeries  All Life stages Dry Cat Food - Cod,81LW11,0000033776,5280851,4.6,55,59.99,59.99,11 Lb,Cod,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,59.99,48953,5280848,Nulo MedalSeries  All Life Stages Dry Cat Food - Chicken,81LC11,0000033776,5280848,4.7222,54,59.99,59.99,11 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,10244,5173799,"HALO® DreamCoat Indoor Healthy Weight Cat Food - Natural, Grain Free, Chicken &amp; Chicken Liver Recipe",34024,0000033054,5173799,4.25,20,28.99,28.99,3 Lb,Chicken &amp; Liver,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,32.99,49830,5264288,WHISKAS® Perfect Portions Gravy Entree Variety Pack,10153372,0000033402,5264288,5.0,1,32.99,32.99,Multi-Protein,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.09,49831,5278163,"Purina One True Instinct Adult Cat Food - Grain Free, Chicken",31956,0000014587,5278163,4.5194,1550,45.99,39.09,6.53 KG,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,12.74,49832,5278356,"Purina One True Instinct Adult Cat Food - Grain Free, Coean Whitefish",31804,0000014587,5278356,4.771,1681,14.99,12.74,1.45 KG,Ocean Whitefish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,44.99,43874,5266921,"Purina Pro Plan Savor Indoor Adult Dry Cat Food - High-Protein, Turkey &amp; Rice",00-38100-17080,0000030078,5266921,4.5785,344,44.99,44.99,5 Lb,Turkey &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,24.99,43590,5299856,"Crave&#xfffd; High Protein Adult Dry Cat Food - Grain Free, Salmon &amp; Ocean Whitefish",10164811,0000000004,5299856,4.6027,73,24.99,24.99,4 Lb,Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,24.99,43589,5266629,"Crave&amp;trade; High Protein Indoor Adult Dry Cat Food - Grain Free, Chicken &amp; Salmon",10164817,0000000004,5266629,4.7442,86,24.99,24.99,4 Lb,Chicken &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,24.99,43591,5266632,"Crave&#xfffd; High Protein Adult Dry Cat Food - Grain Free, Chicken",10164807,0000000004,5266632,4.5181,193,24.99,24.99,4 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,113.99,1808,5268497,Royal Canin Indoor 7+ Adult Dry Cat Food,547505,0000033389,5268497,4.3913,23,113.99,113.99,13 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,43817,5265766,"Instinct® Original Kitten Food - Natural, Grain Free, Chicken",65875,0000033791,5265766,4.25,36,42.99,42.99,4.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,43826,5265652,"Instinct® RawBoost Healthy Weight Cat Food - Grain Free, Freeze Dried Raw, Chicken",65867,0000033791,5265652,4.2308,39,42.99,42.99,4.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,49.99,43820,5265749,"Instinct® Ultimate Protein Adult Cat Food - Natural, Grain Free, Duck",65853,0000033791,5265749,4.7407,27,49.99,49.99,4 Lb,Duck,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,46.99,43818,5265748,"Instinct® Ultimate Protein Adult Cat Food - Natural, Grain Free, Chicken",65851,0000033791,5265748,4.4865,37,46.99,46.99,4 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,43822,5265754,"Instinct® Original Cat Food - Natural, Grain Free, Salmon",65876,0000033791,5265754,4.6129,31,39.99,39.99,4.5 Lb,Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,65.99,43812,5265648,"Instinct® Raw Boost Cat Food - Natural, Grain Free, Freeze Dried Raw, Chicken",65863,0000033791,5265648,4.6965,257,71.99,65.99,10 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,52.99,43825,5265651,Instinct® Raw Boost Indoor Health All Life Stage Dry Cat Food - Rabbit,65870,0000033791,5265651,4.25,20,52.99,52.99,4.5 Lb,Rabbit,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,43824,5265650,Instinct® Raw Boost Indoor Health All Life Stage Dry Cat Food - Chicken,65869,0000033791,5265650,4.0,21,39.99,39.99,5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,43828,5265753,"Instinct® Original Cat Food - Natural, Grain Free, Rabbit",65859,0000033791,5265753,4.8393,56,42.99,42.99,4.5 Lb,Rabbit,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,43821,5265750,"Instinct® Original Cat Food - Natural, Grain Free, Chicken",65855,0000033791,5265750,4.5394,165,42.99,42.99,5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,69.99,43887,5260468,Royal Canin® Weight Care Adult Dry Cat Food,546206,0000031629,5260468,4.4959,242,69.99,69.99,6 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,45.99,43796,5265203,Nutrience® Infusion Indoor Adult Cat Food - Frasier Valley Chicken,C2518,0000015845,5265203,5.0,3,51.99,45.99,5 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,45.99,43863,5267097,"HALO® DreamCoat Kitten Food - Natural, Grain Free, Holistic Wild Salmon &amp; Whitefish Recipe",35051,0000033054,5267097,4.2222,9,45.99,45.99,6 Lb,Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,29.99,43790,5265238,Nutrience® Infusion Weight Control Adult Cat Food - Chicken,C2527,0000015845,5265238,3.9091,11,29.99,29.99,2.27 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,43174,5267970,Hill&#x27;s® Science Diet® Senior Vitality Adult Senior 7+ Dry Cat Food - Chicken,10777,0000003017,5267970,4.6709,79,41.99,41.99,3 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,42003,5263814,"Wellness® CORE® Adult Cat Food - Natural, Grain Free, Original Formula",8839,0000000011,5263814,4.1111,9,39.99,39.99,5 Lb,"Turkey, Turkey Meal &amp; Chicken Meal",cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,42002,5263724,"Wellness® Complete Health Adult Cat Food - Natural, Grain Free, Chicken &amp; Chicken Meal",9202,0000000011,5263724,4.1765,17,47.99,41.99,11.5 Lb,Chicken &amp; Chicken Meal,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,32.99,42001,5263723,"Wellness® Complete Health Indoor Cat Food - Natural, Grain Free, Salmon &amp; Herring Meal",9206,0000000011,5263723,4.0,10,32.99,32.99,5.5 Lb,Salmon &amp; Herring Meal,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,32.99,42000,5263722,"Wellness® Complete Health Kitten Food - Natural, Grain Free, Chicken &amp; Chicken Meal",9204,0000000011,5263722,4.3077,13,32.99,32.99,5.5 Lb,Chicken &amp; Chicken Meal,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,42004,5263815,"Wellness® CORE® Indoor Adult Cat Food - Natural, Grain Free, Chicken, Turkey &amp; Chicken Meal",8852,0000000011,5263815,3.8571,28,39.99,39.99,5 Lb,"Chicken, Turkey &amp; Chicken Meal",cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,41712,5261162,"Purina Pro Plan Prime Plus Senior Dry Cat Food - Antioxidants, High-Protein, Chicken &amp; Rice",00-38100-16991,0000030078,5261162,4.5132,302,28.99,28.99,3.2 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,29.99,38879,5257362,Nutrience® Infusion Kitten Food - Chicken,C2497,0000031915,5257362,4.3333,6,29.99,29.99,2.27 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,29.99,38880,5257360,Nutrience® Infusion Adult Cat Food - Chicken,C2507,0000031915,5257360,5.0,5,29.99,29.99,2.27 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,27.99,38878,5257631,Nutrience® Infusion Indoor Adult Cat Food - Chicken,C2517,0000031915,5257631,,,27.99,27.99,2.27 kg,Chicken,Featured Shops,Curbside &amp; In-Store Pickup,,,Product Detail,6000299
,1,59.99,37648,5257817,"Nulo MedalSeries  Adult Dry Cat Food - Grain Free, Duck &amp; Cod",81ID12,0000033776,5257817,4.2105,57,59.99,59.99,12 Lb,Cod &amp; Duck,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,37647,5256360,"Nulo MedalSeries  All Life stages Dry Cat Food - High-Protein, Cod &amp; Duck",81KC05,0000033776,5256360,4.7778,18,31.99,31.99,5 Lb,Cod &amp; Duck,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,37646,5256359,"Nulo MedalSeries  Adult Dry Cat Food - Grain Free, Turkey &amp; Chicken",81IT05,0000033776,5256359,4.5111,90,31.99,31.99,5 Lb,Turkey &amp; Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,8.99,38660,5256723,Purina® Friskies® 7 Dry Cat Food,24840,0000014587,5256723,4.8296,270,8.99,8.99,1.4 kg,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,36995,5251380,"Natural Balance Fat Cats Adult Cat Food - Weight Control, Chicken Meal, Salmon Meal &amp; Garbanzo Beans",00723633820011,0000003884,5251380,4.2308,52,34.99,34.99,6 Lb,Chicken Meal &amp; Salmon Meal,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,43.99,30118,5252973,"Natural Balance Limited Ingredient Diets Cat Food - Grain Free, Green Pea &amp; Salmon",00723633002325,0000003884,5252973,4.0,10,49.99,43.99,10 Lb,Green Pea &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,30105,5235382,"Natural Balance Limited Ingredient Diets Cat Food - Grain Free, Green Pea &amp; Chicken",00723633062343,0000003884,5235382,4.5862,29,34.99,34.99,5 Lb,Green Pea &amp; Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,1.09,37652,1221783,Purina® Friskies® Pate Cat Food - Whitefish &amp; Tuna Dinner,066898,0000014587,1221783,4.5313,64,1.09,1.09,156 g,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,33860,5246454,"IAMS&amp;trade; Proactive Health Indoor Adult Dry Cat Food - Healthy Cat, Chicken",10241886,0000002683,5246454,4.6066,361,26.99,26.99,7 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,16.49,33859,5246447,"IAMS&amp;trade; Proactive Health Kitten Dry Cat Food - Healthy Development, Chicken",10241896,0000002683,5246447,4.6326,215,16.49,16.49,3.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,33864,5246519,Iams® ProActive Health&amp;trade; Hairball Care Adult Cat Food - Chicken,10241900,0000002683,5246519,4.5894,246,26.99,26.99,7 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,16.49,33862,5246506,"IAMS&amp;trade; Proactive Health Indoor Adult Dry Cat Food - Weight &amp; Hairball Care, Chicken",10241893,0000002683,5246506,4.4928,1039,16.49,16.49,3.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,33914,5246534,"IAMS&amp;trade; Proactive Health Senior Dry Cat Food - Healthy Aging, Chicken",10241911,0000002683,5246534,4.5922,179,26.99,26.99,7 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,96.99,30704,5237395,Hill&#x27;s® Science Diet® Urinary Hairball Control Adult Dry Cat Food - Chicken,10137,0000003017,5237395,4.5562,329,106.99,96.99,15.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,30134,5235445,"Natural Balance Original Ultra Whole Body Health Cat Food - Gluten Free, Chicken Meal &amp; Salmon Meal",00723633203609,0000003884,5235445,4.1,20,34.99,34.99,6 Lb,Chicken Meal &amp; Salmon Meal,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,43.99,30110,5235515,"Natural Balance Limited Ingredient Diets Cat Food - Grain Free, Green Pea &amp; Duck",00723633005104,0000003884,5235515,4.5588,68,49.99,43.99,10 Lb,Green Pea &amp; Duck,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,30920,5237901,Nutrience® Grain Free SubZero Cat Food - Fraser Valley,C2581,0000031915,5237901,4.2778,18,42.99,42.99,2.27 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,42.99,30919,5237899,Nutrience® Grain Free SubZero Cat Food - Prairie Red,C2591,0000031915,5237899,4.5217,23,42.99,42.99,2.27 kg,Beef,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,96.99,27570,5230478,Hill&#x27;s® Science Diet® Multiple Benefit Adult Dry Cat Food - Chicken,3088,0000003017,5230478,4.0575,87,106.99,96.99,15.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,35.99,28102,5232102,"Nutrience® Grain Free Turkey, Chicken &amp; Duck Indoor Cat Food",C2551,0000031915,5232102,4.7143,7,35.99,35.99,2.5 kg,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,44.99,23921,5220901,"Blue Buffalo® Wilderness&amp;trade;  All Life Stages Dry Cat Food - Grain Free, Chicken",10370,0000031604,5220901,4.6912,68,44.99,44.99,5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,33.59,23923,5220812,"Blue Buffalo® Tastefuls&amp;trade; Hairball Control Adult 7+ Dry Cat Food - Natural, Chicken &amp; Brown Ric",800648,0000031604,5220812,4.8143,280,33.59,33.59,7 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,33.59,23922,5220895,"Blue Buffalo® Tastefuls&amp;trade;  Adult Dry Cat Food - Natural, Chicken",10350,0000031604,5220895,4.7054,258,33.59,33.59,7 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,67.99,19647,5287814,"HALO® DreamCoat Indoor Healthy Weight Cat Food - Natural, Grain Free, Wild Salmon &amp; Whitefish Recipe",35201,0000033054,5287814,4.625,8,67.99,67.99,10 Lb,Whitefish &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,10.99,23169,5210968,Whiskas® Adult Cat Food,00001,0000014585,5210968,4.4,5,10.99,10.99,4.4 Lb,Tuna,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,21.24,23175,5210987,Purina ONE SmartBlend Indoor Hairball &amp; Weight Control Adult Cat Food,12218003,0000014587,5210987,4.8027,512,24.99,21.24,Turkey,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,22145,5209282,"Blue Buffalo® Basics&amp;trade;  Senior Dry Cat Food - Grain Free, Turkey",800073,0000031604,5209282,4.4444,9,39.99,39.99,5 Lb,Turkey &amp; Potato,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,18360,5212628,"Nulo MedalSeries  Adult Dry Cat Food - Grain Free, Trout &amp; Duck",81AT05,0000033776,5212628,4.1356,59,31.99,31.99,5 Lb,Trout &amp; Duck,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,22148,5209339,"Blue Buffalo® Freedom&amp;trade;  Kitten Dry Cat Food - Grain Free, Chicken",800081,0000031604,5209339,4.7917,24,41.99,41.99,5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,18364,5212493,"Nulo MedalSeries  All Life stages Dry Cat Food - Grain Free, Turky &amp; Cod",81KT05,0000033776,5212493,4.7654,81,31.99,31.99,5 Lb,Turkey &amp; Cod,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,72.99,10253,5204691,Royal Canin® Feline Health Nutrition&#xfffd; Mother &amp; Babycat Dry Cat Food,542307,0000031629,5204691,4.8791,182,72.99,72.99,6 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,52105,5208780,Royal Canin® Feline Breed Nutrition&amp;trade; Persian Adult Cat Food,543507,0000031950,5208780,4.9091,11,68.99,68.99,3.1 kg,Original,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,10243,5204687,Royal Canin® Feline Breed Nutrition&amp;trade; Sphynx Adult Cat Food,543409,0000031950,5204687,4.2857,14,68.99,68.99,7 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,64.99,46644,5210441,"Blue Buffalo® Basics&amp;trade;  Adult Dry Cat Food - Grain Free, Fish",800111,0000031604,5210441,4.5217,23,64.99,64.99,11 Lb,Fish &amp; Potato,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,96.99,20995,5209028,Hill&#x27;s® Science Diet® Perfect Weight Adult Dry Cat Food - Chicken,2970,0000003017,5209028,4.4625,413,106.99,96.99,15 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,64.99,22153,5210439,"Blue Buffalo® Basics&amp;trade;  Adult Dry Cat Food - Grain Free, Duck",800109,0000031604,5210439,5.0,20,64.99,64.99,11 Lb,Duck &amp; Potato,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,11.99,2292,1221845,Meow Mix® Original Choice Adult Cat Food,10829274453407,0000033357,1221845,4.5556,9,11.99,11.99,4.4 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,2575,5140743,"HALO® DreamCoat Sensitive Stomach Cat Food - Natural, Holistic Seafood Medley",34022,0000033054,5140743,3.8788,33,28.99,28.99,3 Lb,Seafood,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.49,348,5126101,"Blue Buffalo® Tastefuls&amp;trade; Kitten Dry Cat Food - Natural, Chicken",00063,0000031604,5126101,4.7608,790,19.49,19.49,3 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,44.99,74384,5139234,"Purina Pro Plan Complete Essentials Adult Dry Cat Food - With Vitamins, Probiotics, Salmon &amp; Rice",00-38100-13122,0000030078,5139234,4.7885,156,44.99,44.99,7 Lb,Salmon &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,10.49,2333,5094983,Purina® Kitten Chow® Kitten Food,05254,0000014587,5094983,4.7611,247,10.49,10.49,4 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,69.99,2475,5137383,Royal Canin(R) Feline Care Nutrition Indoor Hairball Care Adult Dry Cat Food - Chicken,443327,0000033389,5137383,4.8187,182,69.99,69.99,6 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,44.99,1189,5139238,"Purina Pro Plan Complete Essentials Adult Dry Cat Food - With Vitamins, Probiotics, Chicken &amp; Rice",00-38100-13157,0000030078,5139238,4.5809,1563,44.99,44.99,7 Lb,Chicken &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,1190,5139232,"Purina Pro Plan Focus Indoor Adult Dry Cat Food - With Vitamins, High Fiber, Salmon &amp; Rice",00-38100-13163,0000030078,5139232,4.5239,1609,28.99,28.99,3.5 Lb,Salmon &amp; Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,18203,5200405,Nutrience® Original Healthy Kitten Food,C2451,0000031915,5200405,4.6667,3,28.99,28.99,5.5 Lb,Chicken Meal &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,36.11,2523,5178788,Purina ONE SmartBlend Hairball And Weight Control Indoor Cat Food,15341,0000014587,5178788,4.8023,526,42.49,36.11,15.9 Lb,Turkey,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.99,350,5171410,"Wellness® CORE® Adult Cat Food - Natural, Grain Free, Original Formula",8833,0000000011,5171410,3.7333,15,19.99,19.99,2 Lb,Original,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,18336,5200042,"Blue Buffalo® Freedom&amp;trade;  All Life Stages Dry Cat Food - Grain Free, Fish",00871,0000031604,5200042,4.8246,57,41.99,41.99,5 Lb,Fish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,1188,5070374,Royal Canin® Feline Health Nutrition&#xfffd; Indoor Adult Dry Cat Food,628094,0000031629,5070374,4.6987,823,66.99,66.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,36.99,1765,5182494,Royal Canin® Feline Health Nutrition&#xfffd; Spayed/Neutered Kitten Dry Cat Food,541425,0000031629,5182494,4.7326,86,36.99,36.99,2.5 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,69.99,1764,5182555,Royal Canin(R) Feline Health Nutrition Appetite Control Spayed/Neutered Dry Adult Cat Food,541506,0000031629,5182555,4.7302,126,69.99,69.99,6 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.49,366,5108702,"Blue Buffalo® Tastefuls&amp;trade;  Adult Dry Cat Food - Natural, Chicken",00085,0000031604,5108702,4.6958,526,19.49,19.49,3 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,1204,1021653,Hill&#x27;s® Science Diet® Hairball Control Adult Dry Cat Food - Chicken,7156,0000003017,1021653,4.7017,181,41.99,41.99,3.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,96.99,1205,5154819,Hill&#x27;s® Science Diet® Hairball Control Light Adult Dry Cat Food - Chicken,8876,0000003017,5154819,4.6358,151,106.99,96.99,15.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,62.99,338,5173200,"Blue Buffalo® Tastefuls&amp;trade;  Adult Dry Cat Food - Natural, Chicken &amp; Turkey",00384,0000031604,5173200,4.6685,181,62.99,62.99,15 Lb,Chicken &amp; Turkey,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,72.99,18421,5204031,Royal Canin® Feline Health Nutrition# Young Kitten Dry Cat Food,542507,0000031629,5204031,4.8424,850,72.99,72.99,7 Lb,Original,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,12778,5204033,Royal Canin® Feline Breed Nutrition Maine Coon Breed Adult Dry Cat Food,543906,0000031629,5204033,4.7795,195,68.99,68.99,6 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,37.99,18391,5204026,Royal Canin® Feline Breed Nutrition Persian Breed Kitten Dry Cat Food,542703,0000031629,5204026,4.9388,49,37.99,37.99,3 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.99,355,5178636,"Wellness® CORE® Kitten Dry Cat Food - Turkey &amp; Chicken, Natural, Grain Free",8850,0000000011,5178636,4.6296,27,19.99,19.99,2 Lb,Turkey &amp; Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,45.99,2574,5140759,"HALO® DreamCoat Adult Cat Food - Natural, Holistic Chicken &amp; Chicken Liver Recipe",35020,0000033054,5140759,3.6,10,45.99,45.99,6 Lb,Chicken &amp; Chicken Liver,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.99,352,5178637,"Wellness® CORE® Indoor Adult Cat Food - Natural, Grain Free",8836,0000000011,5178637,4.5,22,19.99,19.99,2 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,1169,5137683,Hill&#x27;s® Science Diet®  Kitten Dry Cat Food - Chicken,7123,0000003017,5137683,4.5776,483,38.99,38.99,3.5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,17.29,2304,1221836,Purina® Cat Chow® Advanced Nutrition Adult Cat Food,35415,0000014587,1221836,4.7765,537,17.29,17.29,8.8 Lb,Other,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
