color,quantity,price,parentSku,productID,productName,sku,manufacture,outStockproductID,productRating,productRatingcount,productListPrice,productSalesPrice,size,primaryCategory,subCategory1,subCategory2,subCategory3,pageType,categoryId
,1,12.99,296,5152723,Fluker&#x27;s® Buffet Blend for Bearded Dragons,76051,0000031544,5152723,4.0714,14,12.99,12.99,4.4 Oz,reptile,Food,,,Product Detail,500100
,1,4.99,65035,5312235,Fluker&#x27;s Fresh Feeder Vac Pack,78014,0000031544,5312235,4.0,3,4.99,4.99,One Size,reptile,Food,,,Product Detail,500100
,1,11.99,37828,5256309,Fluker&#x27;s® Freeze Dried Veggie Buffet Blend for Junvenile Bearded Dragons,76052,0000031544,5256309,3.6667,6,11.99,11.99,5 Oz,reptile,Food,,,Product Detail,500100
,1,17.49,59832,5284949,Fluker&#x27;s® Tortoise Buffet Blend,70024,0000031544,5284949,4.7,10,17.49,17.49,12.5 Oz,reptile,Food,,,Product Detail,500100
,1,8.99,61559,5300267,Fluker&#x27;s® High-Calcium Mealworm Diet,71010,0000031544,5300267,5.0,4,8.99,8.99,6 Oz,reptile,Food,,,Product Detail,500100
,1,7.99,58960,1181367,Live Superworms,1367,0000032607,1181367,3.8545,213,7.99,7.99,50 Count,reptile,Food,,,Product Detail,500100
,1,6.49,58962,4034779,Live Night Crawlers - 12 Count Cup,47794,0000010647,4034779,3.8276,58,6.49,6.49,1 Count,reptile,Food,,,Product Detail,500100
,1,6.99,58963,4034780,Live Red Wigglers - 24 Count Cup,47801,0000010647,4034780,3.806,67,6.99,6.99,1 Count,reptile,Food,,,Product Detail,500100
,1,8.99,72163,5328864,Zoo Med Turtle Flower Food Topper,ZM-141,0000000850,5328864,2.5,2,8.99,8.99,1.4 Oz,reptile,Food,,,Product Detail,500100
,1,16.99,72170,5329194,Repashy Grubs-N-Fruit Gecko Diet,REP-GNF-3,0000035133,5329194,5.0,1,19.99,16.99,3 Oz,reptile,Food,,,Product Detail,500100
,1,8.99,76938,5340515,Live Waxworms,1000007,0000032607,5340515,1.75,4,8.99,8.99,50 Count,reptile,Food,,,Product Detail,500100
,1,15.99,76358,5340520,Arcadia EarthPro-Optimised52 Tortoise Food,RAREPO250,0000034988,5340520,1.0,1,15.99,15.99,8.82 Oz,reptile,Food,,,Product Detail,500100
,1,17.99,76361,5340523,Arcadia EarthPro-DragonFuel Botanical Food Sprinkle,RAREPDF125,0000034988,5340523,,,17.99,17.99,4.41 Oz,reptile,Food,,,Product Detail,500100
,1,20.39,57262,5297982,Brown&#x27;s® Tropical Carnival® Natural Behaviors Grain-Free Guinea Pig Diet,45082,0000030029,5297982,4.68,25,23.99,20.39,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,20.39,1879,5145306,Brown&#x27;s® Tropical Carnival® Gourmet Rabbit Food,44723,0000030029,5145306,4.7895,38,23.99,20.39,5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,6.79,76305,5339538,Full Cheeks&amp;trade; Hamster &amp; Gerbil Pelleted Diet,43417,0000030029,5339538,5.0,4,7.99,6.79,1 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,14.44,71443,5328179,Oxbow Essentials Senior Rabbit Food - 4 lb,11206,0000032906,5328179,4.5094,53,16.99,14.44,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,9.34,42481,5266939,Oxbow Garden Select Hamster &amp; Gerbil Food,102-215-0150,0000032906,5266939,3.8333,12,10.99,9.34,1.5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,30.59,1865,5163693,Marshall Select Premium Ferret Diet,FD-362,0000022348,5163693,3.5,14,35.99,30.59,4 Lb,Chicken,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,14.44,72195,5328180,Oxbow Essentials Senior Guinea Pig - 4 lb,11203,0000032906,5328180,4.6098,41,16.99,14.44,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,65680,5313674,Science Selective Guinea Pig Food,4216,0000034970,5313674,4.2727,11,19.99,16.99,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,21740,5200397,Oxbow Essentials Young Guinea Pig Food,102-203-0500,0000032906,5200397,4.8889,54,19.99,16.99,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,8.49,1854,5173696,Oxbow Essentials Hamster &amp; Gerbil Food,102-209-0100,0000032906,5173696,3.9919,123,9.99,8.49,1 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,76283,5339535,Full Cheeks&amp;trade; Guinea Pig Pelleted Diet,43408,0000030029,5339535,4.75,4,15.99,13.59,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,9.76,1820,5138084,KAYTEE® Forti-Diet Pro Health Mouse &amp; Rat Food,100037159,0000001019,5138084,4.3857,70,11.49,9.76,3 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.16,30007,5233373,Vitakraft® VitaSmart High-Protein Insect Formula Hedgehog Food,34792,0000000174,5233373,3.5789,19,15.49,13.16,1.5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,14.44,42482,5266942,Oxbow Garden Select Rabbit Food,102-211-0400,0000032906,5266942,4.5429,35,16.99,14.44,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,12.74,76308,5339541,Full Cheeks&amp;trade; Chinchilla Pelleted Diet,43409,0000030029,5339541,3.5,4,14.99,12.74,3 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,9.76,1877,5112718,Brown&#x27;s® Tropical Carnival® Gourmet Hamster &amp; Gerbil Food,44715,0000030029,5112718,4.1404,57,11.49,9.76,2 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,19.54,74374,5335810,Sunseed Vita Prima Guinea Pig Food,59770,0000000174,5335810,5.0,2,22.99,19.54,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,59499,5299560,Little Friends Original Guinea Pig Food,2860,0000030295,5299560,4.8889,9,15.99,13.59,2 kg,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,65678,5313672,Science Selective Adult Rabbit Food,4116,0000034970,5313672,4.6,10,19.99,16.99,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,11.89,76307,5339540,Full Cheeks&amp;trade; Rat &amp; Mouse Pelleted Diet,43416,0000030029,5339540,1.25,8,13.99,11.89,3 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,15.71,51139,5283505,KAYTEE® Fiesta Mouse &amp; Rat Food,100037719,0000001019,5283505,4.1429,14,18.49,15.71,4.5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,46.74,1860,5045302,Marshall Premium Ferret Food,FD-015,0000022348,5045302,3.9815,54,54.99,46.74,7 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,11.04,1885,5087937,Living World® Extrusion Hamster Pellets,60362,0000014539,5087937,3.3333,3,12.99,11.04,1.5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,18.69,71438,5327957,Science Selective Mature 4 years+ Rabbit Food,4146,0000034970,5327957,4.3333,3,21.99,18.69,4.4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,10.19,1874,5056847,Brown&#x27;s® Tropical Carnival® Gourmet Mouse &amp; Rat Food,44717,0000030029,5056847,4.25,40,11.99,10.19,2 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,14.44,59496,5299556,Little Friends Timothy Adult Guinea Pig Food,2862,0000030295,5299556,5.0,1,16.99,14.44,2 kg,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,9.76,57273,5298112,"Vitakraft® Vita Smart Complete Nutrition Natural Forage Blend Rat, Mouse, &amp; Gerbil Food",59504,0000000174,5298112,4.5,8,11.49,9.76,2 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,22.43,57267,5298108,Vitakraft® Vita Smart Complete Nutrition Natural Forage Blend Adult Rabbit Food,59509,0000000174,5298108,4.5,24,26.39,22.43,8 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,10.19,1779,1051184,Hagen Rabbit Pellets,H1154,0000031915,1051184,2.8333,6,11.99,10.19,5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,37339,5251724,Oxbow Essentials Chinchilla Food,102-206-0300,0000032906,5251724,4.8571,28,15.99,13.59,3 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,10233,5088532,Living World® Extrusion Diet Rabbit Food,60573,0000014539,5088532,3.6667,3,19.99,16.99,3 Lb,Original,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,8.91,59495,5299555,Little Friends Hamster &amp; Gerbil Food,2870,0000030295,5299555,4.5,2,10.49,8.91,500 g,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,11.04,1897,1051189,Hagen Hamster &amp; Gerbil Mix Food,H1003,0000031915,1051189,4.5,2,12.99,11.04,2.5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,59497,5299558,Little Friends Timothy Adult Rabbit Food,2868,0000030295,5299558,4.25,8,15.99,13.59,2 kg,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,12.74,71441,5328148,Mazuri Rat &amp; Mouse Food,0052164,0000034974,5328148,4.7917,24,14.99,12.74,2 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,33.99,1875,5175721,Brown&#x27;s® Tropical Carnival® Gourmet Rabbit Food,44722,0000030029,5175721,4.3333,36,39.99,33.99,10 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,11.89,1780,1051186,Hagen Guinea Pig Pellets,H1104,0000031915,1051186,4.5,4,13.99,11.89,5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,8.49,57274,5298113,Vitakraft® Vita Smart Complete Nutrition Natural Forage Blend Hamster Food,59505,0000000174,5298113,4.4194,31,9.99,8.49,2 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,20.39,1876,5145307,Brown&#x27;s® Tropical Carnival® Gourmet Guinea Pig Food,44703,0000030029,5145307,4.05,40,23.99,20.39,5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,15.29,1853,5173695,Oxbow Essentials Adult Rat Food,102-208-0300,0000032906,5173695,4.7867,75,17.99,15.29,3 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,19.54,76299,5339536,Full Cheeks&amp;trade; Guinea Pig Foraging Diet,43413,0000030029,5339536,4.7576,33,22.99,19.54,8 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,76311,5339544,Full Cheeks&amp;trade; Rabbit Pelleted Diet,43410,0000030029,5339544,3.4286,7,15.99,13.59,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,59782,5299348,Living World Green Botanicals Adult Guinea Pig Food,65355,0000031915,5299348,,,19.99,16.99,3 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,8.49,76306,5339539,Full Cheeks&amp;trade; Hamster &amp; Gerbil Foraging Diet,43415,0000030029,5339539,4.7368,38,9.99,8.49,2 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,19.54,76309,5339542,Full Cheeks&amp;trade; Rabbit Foraging Diet,43412,0000030029,5339542,4.8235,34,22.99,19.54,8 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,30010,5233390,Oxbow Essentials Young Rabbit Food,1022020500,0000032906,5233390,4.7419,62,15.99,13.59,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,15.29,42480,5266940,Oxbow Garden Select Adult Guinea Pig Food,102-212-0400,0000032906,5266940,4.8846,26,17.99,15.29,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,34.84,1878,5175720,Brown&#x27;s® Tropical Carnival® Gourmet Guinea Pig Food,44698,0000030029,5175720,4.0,25,40.99,34.84,10 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,11.04,59498,5300553,Little Friends Original Rabbit Food,2865,0000030295,5300553,4.5263,19,12.99,11.04,2 kg,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,13.59,1855,5134287,Oxbow Essentials Adult Rabbit Food,102-201-0500,0000032906,5134287,4.7679,168,15.99,13.59,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,20.39,57264,5297984,Brown&#x27;s® Tropical Carnival® Natural Behaviors Grain-Free Rabbit Food,45080,0000030029,5297984,4.5909,22,23.99,20.39,4 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,21.24,57236,5298107,Vitakraft® Vita Smart Complete Nutrition Natural Forage Blend Guinea Pig Food,59507,0000000174,5298107,4.7447,47,24.99,21.24,8 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,65683,5313679,Science Selective House Rabbit Food,4120,0000034970,5313679,4.5,12,19.99,16.99,One Size,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,15.29,21739,5200445,Oxbow Essentials Mouse &amp; Young Rat Food,102-210-0250,0000032906,5200445,4.6875,16,17.99,15.29,2.5 Lb,Other,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,10234,5088536,Living World® Extrusion Diet Guinea Pig Food,60463,0000014539,5088536,5.0,2,19.99,16.99,3 Lb,Original,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,1856,5134194,Oxbow Essentials Adult Guinea Pig Food,102-205-0500,0000032906,5134194,4.8218,174,19.99,16.99,5 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,16.99,59783,5299350,Living World Green Botanicals Adult Rabbit Food,65351,0000031915,5299350,5.0,1,19.99,16.99,3 Lb,small pet,"Food, Treats &amp; Hay",Food,,Product Detail,600108
,1,66.99,79459,5345538,Royal Canin Feline Health Nutrition Aging Spayed / Neutered 12+ Dry Adult Cat Food,541707,0000033389,5345538,4.9091,22,66.99,66.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,80911,5346272,"Natural Balance Indoor Adult Cat Broth Coated Kibble - Wheat &amp; Soy free, Chicken &amp; Salmon",723633014861,0000003884,5346272,,,34.99,34.99,6 Lb,Chicken &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,80909,5346271,"Natural Balance Indoor Adult Cat Broth Coated Kibble - Wheat, Soy &amp; Grain Free, Chicken &amp; Salmon",723633014878,0000003884,5346271,,,34.99,34.99,6 Lb,Chicken &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,79458,5345503,Royal Canin Feline Health Nutrition Fit And Active Dry Adult Cat Food,431803,0000033389,5345503,4.8667,45,38.99,38.99,3 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,39.99,77819,5342262,Authority® Hairball Control &amp; Healthy Weight Cat Dry Food - Chicken &amp; Rice Formula,50009916,0000033224,5342262,5.0,1,39.99,39.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,54.99,75563,5337935,Purina Pro Plan Vital Systems Cat Food - Chicken &amp; Egg Formula 5LB,38100 10055,0000030078,5337935,4.7143,126,54.99,54.99,5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,64.99,77817,5342261,Authority® Hairball Control &amp; Healthy Weight Cat Dry Food - Chicken &amp; Rice Formula,50009917,0000033224,5342261,,,64.99,64.99,16 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,54.99,75564,5337936,Purina Pro Plan Vital Systems Cat Food - Salmon &amp; Egg Formula 5LB,38100 10057,0000030078,5337936,4.8125,96,54.99,54.99,5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,29.99,75560,5337932,Purina Pro Plan Vital Systems Chicken Adult Cat 3LB,38100 10047,0000030078,5337932,4.7698,126,29.99,29.99,3 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,69.99,79460,5345540,Royal Canin Feline Care Nutrition Hair &amp; Skin Care Adult Dry Cat Food - Chicken,252406,0000033389,5345540,4.6316,38,69.99,69.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,79457,5344852,Royal Canin Feline Health Nutrition Fit and Active Dry Adult Cat Food,622094,0000033389,5344852,4.8723,47,66.99,66.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,79456,5344823,Royal Canin Feline Health Nutrition Indoor Long Hair Dry Cat Food,630130,0000033389,5344823,4.7083,24,66.99,66.99,6 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,78491,5344185,Royal Canin Savor Selective Dry Cat Food 6LB,492306,0000031629,5344185,4.75,64,66.99,66.99,6 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,78493,5344187,Royal Canin Siamese Dry Cat Food 6LB,543306,0000031629,5344187,4.6518,112,68.99,68.99,6 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,66.99,78490,5343924,Royal Canin Indoor 7+ Dry Cat Food 5.5LB,630320,0000031629,5343924,4.4179,67,66.99,66.99,5.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,78492,5344186,Royal Canin Ragdoll Dry Cat Food 7LB,542907,0000031629,5344186,4.7303,89,68.99,68.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,78495,5344189,Royal Canin Bengal Adult Cat Food 7LB,549807,0000031629,5344189,4.6415,53,68.99,68.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.49,78180,5343942,"BLUE Tastefuls Adult Dry Cat Food - Weight &amp; Hairball Control, Natural, Chicken &amp; Brown Rice",800641,0000033163,5343942,4.7685,216,19.49,19.49,3 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.49,78102,5343388,"BLUE Tastefuls Senior Dry Cat Food - Chicken &amp; Brown Rice, Natural",800178,0000033163,5343388,4.7898,157,19.49,19.49,3 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,19.49,78101,5343387,"BLUE Tastefuls Adult Dry Cat Food -  Hairball Control, Natural, Chicken &amp; Brown Rice",800075,0000033163,5343387,4.75,84,19.49,19.49,3 Lb,Chicken &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,31.99,75544,5338050,Nulo Digestive Health Adult Cat Dry Food - Chicken &amp; Whitefish,16DA04,0000033776,5338050,5.0,2,31.99,31.99,4.5 Lb,Chicken &amp; Whitefish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,69.99,75986,5339757,Royal Canin Mother &amp; Babycat Dry Cat Food 3LB,145006,0000031629,5339757,4.8941,170,69.99,69.99,6 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,113.99,75549,5337824,Royal Canin Feline Care Nutrition/formulated/adult cats 14LB,555314,0000031629,5337824,4.8974,78,113.99,113.99,14 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,113.99,75987,5339759,Royal Canin Kitten Dry Cat Food 3LB,145114,0000031629,5339759,4.8424,768,113.99,113.99,14 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,75553,5337898,Royal Canin Digestive Care Dry Cat Food 3LB,444203,0000031629,5337898,3.9689,193,38.99,38.99,3 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,41.99,75568,5338147,Hill&#x27;s Science Diet Sensitive Stomach &amp; Skin Adult Dry Cat Food - Pollock,607733,0000003017,5338147,3.6,10,41.99,41.99,3.5 Lb,Pollock,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,63.99,75567,5338146,Hill&#x27;s Science Diet Kitten Ocean Fish 7LB,607788,0000003017,5338146,3.6667,3,63.99,63.99,7 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,71.99,75569,5338148,Hill&#x27;s Science Diet Sensitive Stomach &amp; Skin Adult Dry Cat Food - Pollock,607734,0000003017,5338148,5.0,4,71.99,71.99,6 Lb,Pollock,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,75566,5338145,Hill&#x27;s Science Diet Kitten Ocean Fish 3.5LB,607768,0000003017,5338145,4.8,5,38.99,38.99,3.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,77059,5338479,"Tiki Cat® Born Carnivore® for Indoor Cat Food # Chicken &amp; Turkey, Non-GMO",80586,0000034747,5338479,4.8571,7,26.99,26.99,3 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,77528,5338480,"Tiki Cat® Born Carnivore® for Indoor Cat Food # Trout &amp; Menhaden Fish, Non-GMO",80587,0000034747,5338480,5.0,3,26.99,26.99,3 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,36.99,77058,5338439,"Tiki Cat® Born Carnivore® for Adults 11+ Food # Chicken &amp; Herring, Non-GMO",80581,0000034747,5338439,4.6667,3,36.99,36.99,2.8 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,62.99,77529,5338569,Tiki Cat Born Carnivore Silver - Senior - Chicken &amp; Herring - 5.6LB,80582,0000034747,5338569,5.0,2,62.99,62.99,5.6 lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,49.99,75856,5338730,Nutrience Grain Free Adult Dry Cat Food - Ocean Fish,C2562,0000015845,5338730,4.0,1,55.99,49.99,5 kg,Ocean Fish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,45.99,75853,5338727,Nutrience Infusion Healthy Senior Dry Cat Food - Chicken,C2902,0000015845,5338727,4.3333,3,51.99,45.99,5 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,29.99,75855,5338728,Nutrience Infusion Indoor Adult Dry Cat Food - Ocean Fish,C2537,0000015845,5338728,5.0,1,29.99,29.99,2.27 kg,Ocean Fish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,45.99,75852,5338726,Nutrience Infusion Healthy Adult Dry Cat Food - Chicken,C2508,0000015845,5338726,,,51.99,45.99,5 kg,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,75832,5338889,IAMS Proactive Health Adult Dry Cat Food - Chicken &amp; Beef,019014807130,0000033402,5338889,4.75,4,26.99,26.99,2.27 kg,Chicken &amp; Beef,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,26.99,75830,5338887,IAMS Proactive Health Adult Dry Cat Food - Chicken &amp; Salmon,019014807093,0000033402,5338887,4.2,5,26.99,26.99,2.27 kg,Chicken &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,63.99,77620,5339616,Natural Balance Original Ultra Indoor Adult Cat Dry Food - Chicken &amp; Salmon,72363379205,0000003884,5339616,2.5,2,69.99,63.99,15 Lb,Chicken &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,77043,5337861,"Natural Balance Reserve Adult Dry Cat Food - Limited Ingredient, Grain Free, Salmon &amp; Green Pea",723633014779,0000003884,5337861,5.0,3,34.99,34.99,4 Lb,Salmon &amp; Green Pea,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,34.99,77042,5337860,"Natural Balance Reserve Adult Dry Cat Food - Limited Ingredient, Grain Free, Duck &amp; Green Pea",723633014748,0000003884,5337860,4.8571,7,34.99,34.99,4 Lb,Duck &amp; Green Pea,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,8.99,78356,1221798,Friskies Chef&#x27;s Blend Seven Flavour Dry Cat Food,222027,0000014587,1221798,4.7805,123,8.99,8.99,1.5 kg,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,21.99,56232,5297265,"Applaws® Adult Dry Cat Food - Natural, Limited Ingredient, Grain Free, Chicken",4701US-A,0000034557,5297265,4.5152,33,21.99,21.99,4 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,21.99,79114,5297266,"Applaws® Adult Dry Cat Food - Natural, Limited Ingredient, Grain Free, Whitefish",4703US-A,0000034557,5297266,4.6667,3,21.99,21.99,4 Lb,Whitefish,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,74813,5336293,Royal Canin® Sensitive Digestion Dry Cat Food,623044,0000031629,5336293,4.6894,235,38.99,38.99,3.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,28.99,70351,5325385,"Merrick® Purrfect Bistro® Adult Dry Cat Food - Chicken, Grain Free, No Artificial Flavors",38306,0000033160,5325385,4.0,41,32.99,28.99,4 Lb,Chicken &amp; Sweet Potato,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,74814,5336295,Royal Canin Indoor Senior Dry Cat Food,630310,0000031629,5336295,4.4,70,38.99,38.99,2.5 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,22.99,68691,5322424,"Purina Pro Plan Kitten Food Starter Pack - Chicken, Liver, Ocean Whitefish &amp; Tuna",38100-01014,0000030449,5322424,5.0,9,22.99,22.99,2.65 Lb,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,68.99,68807,5322930,"Tiki Cat Born Carnivore All Life Stages Cat Dry Food - Grain Free, Herring and Salmon",47023,0000034747,5322930,5.0,2,74.99,68.99,11.1 Lb,Herring &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,38.99,68686,5322808,"Wellness Complete Health Kitten Dry Cat Food - Chicken, With Grain, Natural",88493,0000000011,5322808,4.44,250,38.99,38.99,5 Lb,Chicken,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,18.29,67665,5319630,"Simply Nourish® Original Indoor Kitten Cat Dry Food - Salmon, Natural, With-Grain",50009442,0000033224,5319630,4.5192,52,18.29,18.29,3 Lb,Salmon &amp; Brown Rice,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,62.99,57651,5298838,"Tiki Cat® Born Carnivore® for Cats &amp; Kittens Food - Herring &amp; Salmon, Non-GMO",47018,0000034747,5298838,4.0357,28,62.99,62.99,5.6 lb,Herring &amp; Salmon,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,16.14,71922,5326589,Purina Beyond Kitten Chicken and Oatmeal Recipe Dry Kitten Food,12499933,0000014587,5326589,4.6593,135,18.99,16.14,One Size,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,27.19,71919,5326582,"Purina Beyond Simply Adult Dry Cat Food - Grain Free Salmon, Egg &amp; Sweet Potato",12499799,0000014587,5326582,4.8193,166,31.99,27.19,One Size,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
,1,21.24,71912,5326588,Purine ONE Sensitive Systems Dry Cat Food,12495674,0000014587,5326588,4.6776,335,24.99,21.24,One Size,cat,Food &amp; Treats,Dry Food,,Product Detail,200172
